Year,Month,Day,MIROC-ESM
1982,8,28,22.03
1982,8,29,20.36
1982,8,30,18.30
1982,8,31,16.07
1982,9,1,14.92
1982,9,2,15.25
1982,9,3,13.95
1982,9,4,11.73
1982,9,5,13.07
1982,9,6,16.74
1982,9,7,15.15
1982,9,8,13.54
1982,9,9,17.70
1982,9,10,28.03
1982,9,11,26.57
1982,9,12,24.96
1982,9,13,25.26
1982,9,14,27.24
1982,9,15,26.53
1982,9,16,24.90
1982,9,17,27.75
1982,9,18,40.60
1982,9,19,44.94
1982,9,20,46.98
1982,9,21,48.43
1982,9,22,46.61
1982,9,23,45.14
1982,9,24,48.15
1982,9,25,50.98
1982,9,26,51.35
1982,9,27,49.90
1982,9,28,48.44
1982,9,29,49.26
1982,9,30,49.68
1982,10,1,49.88
1982,10,2,48.85
1982,10,3,47.73
1982,10,4,45.79
1982,10,5,52.41
1982,10,6,50.25
1982,10,7,48.99
1982,10,8,47.24
1982,10,9,46.04
1982,10,10,51.99
1982,10,11,58.64
1982,10,12,58.57
1982,10,13,57.68
1982,10,14,56.78
1982,10,15,55.92
1982,10,16,54.92
1982,10,17,64.16
1982,10,18,71.96
1982,10,19,70.90
1982,10,20,69.79
1982,10,21,69.03
1982,10,22,90.93
1982,10,23,95.20
1982,10,24,95.20
1982,10,25,94.21
1982,10,26,95.20
1982,10,27,94.58
1982,10,28,93.87
1982,10,29,93.23
1982,10,30,91.52
1982,10,31,90.09
1982,11,1,88.97
1982,11,2,88.23
1982,11,3,87.44
1982,11,4,86.60
1982,11,5,85.58
1982,11,6,89.34
1982,11,7,95.20
1982,11,8,95.20
1982,11,9,95.20
1982,11,10,94.31
1982,11,11,93.20
1982,11,12,91.88
1982,11,13,91.13
1982,11,14,89.59
1982,11,15,88.83
1982,11,16,87.89
1982,11,17,86.44
1982,11,18,84.83
1982,11,19,84.71
1982,11,20,83.53
1982,11,21,82.43
1982,11,22,83.45
1982,11,23,94.66
1982,11,24,94.61
1982,11,25,93.85
1982,11,26,93.13
1982,11,27,92.43
1982,11,28,91.74
1982,11,29,92.18
1982,11,30,91.51
1982,12,1,91.04
1982,12,2,90.64
1982,12,3,90.21
1982,12,4,89.65
1982,12,5,89.12
1982,12,6,88.65
1982,12,7,88.20
1982,12,8,87.73
1982,12,9,87.24
1982,12,10,95.20
1982,12,11,95.20
1982,12,12,94.69
1982,12,13,94.34
1982,12,14,94.01
1982,12,15,93.54
1982,12,16,93.17
1982,12,17,92.83
1982,12,18,92.43
1982,12,19,91.98
1982,12,20,93.38
1982,12,21,92.93
1982,12,22,92.52
1982,12,23,92.13
1982,12,24,91.74
1982,12,25,91.47
1982,12,26,91.28
1982,12,27,91.00
1982,12,28,90.66
1982,12,29,90.45
1982,12,30,90.04
1982,12,31,89.61
1983,1,1,89.19
1983,1,2,88.61
1983,1,3,88.03
1983,1,4,87.55
1983,1,5,86.93
1983,1,6,92.94
1983,1,7,95.20
1983,1,8,95.20
1983,1,9,94.55
1983,1,10,94.17
1983,1,11,93.87
1983,1,12,93.60
1983,1,13,93.25
1983,1,14,92.97
1983,1,15,92.47
1983,1,16,95.20
1983,1,17,95.20
1983,1,18,93.86
1983,1,19,93.27
1983,1,20,92.81
1983,1,21,92.42
1983,1,22,92.03
1983,1,23,91.75
1983,1,24,91.49
1983,1,25,91.16
1983,1,26,95.20
1983,1,27,94.22
1983,1,28,93.76
1983,1,29,93.31
1983,1,30,93.04
1983,1,31,92.91
1983,2,1,92.60
1983,2,2,91.89
1983,2,3,91.55
1983,2,4,91.42
1983,2,5,91.17
1983,2,6,90.59
1983,2,7,95.20
1983,2,8,94.76
1983,2,9,94.22
1983,2,10,93.59
1983,2,11,95.20
1983,2,12,94.63
1983,2,13,94.37
1983,2,14,94.09
1983,2,15,93.86
1983,2,16,93.68
1983,2,17,93.38
1983,2,18,92.94
1983,2,19,92.28
1983,2,20,92.44
1983,2,21,91.97
1983,2,22,91.66
1983,2,23,91.29
1983,2,24,90.76
1983,2,25,90.18
1983,2,26,89.58
1983,2,27,88.80
1983,2,28,95.20
1983,3,1,95.20
1983,3,2,95.20
1983,3,3,95.20
1983,3,4,95.20
1983,3,5,95.02
1983,3,6,94.19
1983,3,7,93.57
1983,3,8,92.90
1983,3,9,92.32
1983,3,10,91.67
1983,3,11,90.99
1983,3,12,90.36
1983,3,13,89.78
